Student_ID,CGPA,IQ,Communication_Skills,Aptitude_Score,Technical_Skills,Internship,Projects,Backlogs,Attendance,Placement
4410,5.73,94,3,90,6,Yes,0,3,79,No
3979,7.54,88,8,58,8,No,2,0,89,Yes
1602,5.98,139,5,47,6,No,1,4,100,No
1259,9.68,130,6,68,7,No,0,5,79,No
4665,7.8,93,7,64,5,No,0,4,88,No
1527,9.15,127,10,44,2,Yes,3,1,73,No
1771,7.44,103,9,76,3,No,6,3,87,Yes
2549,5.66,118,10,82,3,No,4,1,98,No
3240,8.33,99,7,72,9,No,1,1,95,Yes
3336,5.01,123,6,41,9,Yes,1,3,62,Yes
4186,8.3,106,5,55,6,No,2,1,77,Yes
3766,7.7,138,7,53,3,No,5,2,73,No
3915,7.78,135,5,88,2,No,6,1,70,Yes
4974,9.42,81,8,70,4,No,6,4,75,Yes
4316,8.08,137,10,85,9,No,6,2,74,Yes
1942,5.14,96,6,94,7,Yes,3,3,68,Yes
4664,6.47,120,7,63,8,No,0,2,62,Yes
3189,7.48,83,6,43,8,No,4,4,97,Yes
1693,5.38,118,7,46,8,No,0,2,86,No
1775,8.2,137,3,78,2,No,4,4,64,Yes
3058,6.93,99,7,80,3,No,3,1,75,No
4973,5.14,124,4,74,10,No,6,3,95,No
1347,6.58,89,10,97,9,No,6,2,81,Yes
2572,8.72,129,6,96,10,Yes,0,4,88,Yes
518,6.98,99,7,40,2,No,6,1,82,No
601,8.26,82,6,76,7,No,6,2,64,Yes
4846,7.16,97,7,53,8,No,0,4,61,No
4691,6.52,123,7,49,6,Yes,6,3,85,Yes
3388,7.61,81,10,74,4,No,3,4,63,Yes
2410,8.4,112,8,84,10,No,4,1,60,No
2117,8.34,108,8,53,2,No,4,3,60,No
3002,8.86,82,9,46,8,No,3,5,99,No
3078,9.44,94,4,91,10,No,6,5,81,Yes
359,6.8,89,4,61,9,No,3,5,70,No
2746,8.36,93,4,82,9,No,3,3,87,Yes
3108,8.74,126,7,91,9,Yes,0,0,66,Yes
3735,5.46,139,3,93,6,Yes,0,1,81,Yes
2076,8.16,102,9,96,10,No,2,2,91,No
4899,6.06,96,10,69,8,Yes,3,1,99,Yes
2448,8.7,137,9,61,5,No,2,5,98,Yes
4430,7.0,84,7,56,3,Yes,3,2,78,Yes
144,9.18,123,6,61,4,Yes,5,0,93,Yes
4190,6.2,133,5,100,5,No,0,1,95,No
1487,7.17,129,10,63,7,Yes,3,1,93,Yes
4596,8.73,86,6,40,4,No,3,1,65,Yes
2373,6.24,81,8,52,7,Yes,0,5,90,No
4128,9.02,84,6,94,4,No,0,1,68,No
2138,5.78,115,9,65,7,Yes,6,2,70,Yes
4540,5.24,81,7,98,7,No,0,3,69,No
2752,6.76,108,10,45,3,Yes,1,4,79,No
3745,8.93,88,4,75,8,No,6,0,67,Yes
1671,9.22,139,6,99,7,No,1,3,76,Yes
740,7.73,142,10,70,10,No,4,0,85,Yes
2799,5.45,134,4,83,9,Yes,2,5,99,No
3652,5.56,137,6,90,8,No,2,1,65,Yes
2176,9.14,137,5,92,8,No,4,4,77,Yes
1466,7.52,102,8,83,2,No,0,3,71,Yes
3763,9.67,96,5,77,5,Yes,5,3,92,Yes
2785,7.04,134,4,45,9,No,3,3,82,Yes
4169,7.51,120,4,97,5,No,6,2,61,Yes
886,9.52,135,4,47,4,No,1,1,72,Yes
33,9.74,81,7,99,3,No,1,2,67,Yes
857,5.02,81,5,66,10,No,5,3,85,No
2314,8.02,121,8,76,2,Yes,6,3,67,Yes
3376,7.2,143,8,74,2,No,2,1,99,Yes
1430,5.12,103,3,80,7,Yes,3,0,89,Yes
1743,5.19,140,3,66,5,Yes,4,4,95,No
4043,6.89,124,5,85,5,No,4,5,95,No
435,5.26,112,6,79,9,No,5,5,83,Yes
115,9.53,121,6,81,3,No,3,5,79,Yes
1912,9.67,127,10,99,2,No,0,0,76,Yes
4699,6.98,116,9,80,2,No,3,0,78,Yes
4706,6.72,82,9,57,4,Yes,3,3,76,No
3463,8.62,82,6,57,10,No,4,2,72,Yes
2153,9.48,99,8,46,6,No,1,4,80,Yes
3733,5.03,141,8,84,6,Yes,5,0,60,Yes
764,8.95,110,7,53,4,No,5,2,86,Yes
2031,6.17,99,4,45,8,Yes,1,1,99,Yes
968,7.83,104,9,67,7,No,6,5,68,Yes
170,6.71,88,8,55,3,No,5,2,68,No
4549,5.84,94,9,81,9,No,4,5,98,Yes
268,6.32,118,10,90,3,Yes,1,5,100,No
2822,9.29,112,10,94,2,No,5,1,64,No
2316,6.16,98,10,45,2,Yes,5,1,72,Yes
2544,6.04,98,10,53,4,Yes,6,3,78,No
465,9.41,85,3,81,7,Yes,4,5,77,Yes
4931,5.11,100,7,97,6,Yes,5,4,68,No
2282,5.89,83,7,60,6,No,6,0,91,No
3382,9.04,116,7,70,5,Yes,6,5,82,Yes
188,9.17,95,5,59,4,Yes,5,1,82,Yes
3197,9.03,93,8,58,10,No,1,0,66,Yes
3086,9.6,143,5,42,6,No,6,4,85,Yes
3413,5.1,137,10,50,10,No,0,2,84,No
452,5.2,130,4,59,5,No,5,2,73,No
1197,9.32,142,7,45,5,No,6,4,74,Yes
1965,9.2,129,9,77,10,No,1,5,98,Yes
1322,5.2,121,8,42,4,No,5,5,66,No
6,6.74,104,4,42,5,No,0,1,66,No
2881,7.94,107,7,80,7,No,1,4,80,No
3613,5.86,142,5,52,5,No,0,5,91,No
1373,9.52,140,3,89,8,No,5,3,75,Yes
3839,8.04,93,8,96,9,No,4,2,99,Yes
3824,7.79,113,3,41,5,No,4,0,92,Yes
4817,9.63,125,10,59,8,Yes,0,1,73,Yes
1606,6.28,134,10,78,3,No,3,2,67,No
1058,7.25,97,7,70,8,No,3,5,60,No
1774,7.54,132,3,53,5,No,4,5,67,No
2597,8.94,119,9,79,10,No,0,3,69,Yes
3213,9.18,84,5,64,8,No,6,0,76,Yes
4131,9.01,80,9,94,7,No,3,1,64,Yes
2543,6.17,80,4,76,4,Yes,4,2,87,No
3230,7.49,114,7,73,3,No,5,1,85,Yes
2720,9.65,109,10,75,3,No,0,1,99,Yes
290,7.36,136,10,50,3,No,6,1,78,No
1626,8.68,145,3,72,10,No,3,1,70,Yes
724,6.67,100,6,72,3,Yes,4,0,93,Yes
4019,9.57,80,5,60,3,Yes,4,3,76,Yes
1742,6.54,86,8,59,4,No,3,5,62,No
2934,9.31,139,3,60,6,No,1,2,80,No
2386,8.92,121,4,84,5,No,1,1,89,Yes
4124,6.87,93,4,76,10,No,1,3,61,Yes
3563,5.94,92,9,100,6,No,4,5,85,No
2114,5.43,105,9,96,7,Yes,0,2,81,No
1552,9.54,129,8,69,8,No,1,3,90,Yes
1492,7.25,96,10,60,10,No,0,5,66,Yes
622,5.94,120,7,76,6,No,3,5,82,Yes
962,7.24,137,4,70,10,Yes,1,1,65,Yes
4495,7.03,145,7,65,2,Yes,6,4,82,No
1194,6.51,111,7,48,8,No,0,5,64,No
479,7.61,112,6,40,2,No,0,4,60,No
770,5.95,133,8,51,8,No,6,4,74,No
2014,9.79,90,5,51,9,No,6,4,82,Yes
1684,8.57,143,10,64,7,No,1,0,62,Yes
822,8.64,99,3,80,10,No,3,3,95,Yes
317,8.12,88,7,84,8,No,6,1,63,Yes
2852,8.64,105,3,84,9,Yes,5,3,69,Yes
2483,6.54,141,9,75,10,No,3,3,99,Yes
2551,6.87,136,8,67,3,Yes,1,0,61,No
1857,6.98,101,4,86,8,No,5,4,64,Yes
4122,5.24,106,9,76,4,Yes,2,4,65,No
4824,5.44,119,3,44,6,Yes,3,0,75,Yes
3005,8.12,128,9,49,2,No,5,2,91,Yes
1166,5.58,131,10,51,5,No,4,2,99,Yes
4332,5.41,142,8,77,7,Yes,6,4,62,Yes
881,5.02,108,6,69,5,Yes,5,2,84,No
3651,5.03,117,7,79,4,No,4,0,99,No
2960,9.64,106,3,88,6,No,4,2,69,Yes
4394,5.71,100,8,58,8,Yes,2,4,79,No
656,5.19,129,6,59,8,No,5,5,82,No
4426,5.61,131,10,65,4,No,1,4,82,No
4022,5.37,115,4,43,7,Yes,2,2,60,No
3157,6.58,81,3,80,3,No,1,4,74,No
1500,5.53,105,8,58,3,Yes,6,3,61,No
3759,6.15,84,6,80,3,Yes,4,3,95,No
2829,7.13,145,3,76,5,Yes,3,0,85,No
644,5.04,88,3,66,3,No,5,3,82,No
874,9.5,83,10,73,7,No,0,0,60,Yes
343,8.75,124,8,64,6,Yes,2,4,74,No
2310,8.13,145,10,78,6,No,1,3,69,No
2723,9.3,80,9,78,8,No,0,5,79,No
4088,5.37,143,10,52,9,Yes,1,5,84,Yes
303,9.12,136,10,40,8,Yes,5,1,79,Yes
102,7.08,92,4,68,4,No,0,0,80,Yes
1885,5.62,116,4,61,7,Yes,6,1,100,Yes
2201,5.67,138,3,65,8,Yes,4,0,61,Yes
1212,5.37,136,4,72,3,Yes,2,4,83,No
1872,7.92,94,5,65,2,No,5,1,67,No
197,5.76,145,10,71,6,No,0,3,92,No
4522,5.24,83,10,61,5,Yes,6,5,62,No
3906,6.38,97,3,59,5,No,2,5,80,No
3462,6.95,126,3,74,3,Yes,3,5,76,No
3791,7.43,118,7,67,10,No,4,3,85,Yes
918,8.43,136,5,70,6,No,1,0,98,Yes
3561,5.69,82,7,79,7,No,6,5,88,Yes
1251,9.37,122,9,53,10,No,0,0,61,Yes
1086,8.19,120,3,49,9,No,3,2,67,Yes
3293,5.22,93,4,47,7,No,6,2,80,No
995,5.5,95,5,73,6,No,6,3,66,No
1286,6.6,120,5,97,7,No,5,3,86,Yes
2850,8.31,84,8,41,6,Yes,0,2,62,Yes
2500,8.74,143,9,41,9,No,4,3,68,Yes
1065,9.46,110,7,45,2,No,6,3,62,No
4649,8.94,87,7,70,2,Yes,5,4,96,No
3727,9.41,82,8,57,10,Yes,4,5,80,Yes
1071,8.42,129,6,53,3,No,4,5,91,No
528,6.0,129,7,99,7,Yes,5,0,95,Yes
4298,9.18,133,9,62,9,No,4,5,66,Yes
1312,9.6,133,5,50,8,No,6,0,89,Yes
754,7.89,131,6,47,4,Yes,1,2,89,Yes
2642,8.5,106,7,89,6,No,2,4,85,Yes
928,8.05,120,10,44,7,Yes,4,3,84,Yes
2930,5.48,119,7,57,4,Yes,4,2,69,No
4739,9.01,129,6,50,10,No,4,5,70,Yes
2181,8.74,87,3,68,8,No,3,1,89,Yes
411,6.85,141,9,81,4,Yes,5,5,63,Yes
3638,8.58,111,6,94,4,No,1,4,99,No
4949,9.4,100,3,62,5,No,2,0,78,Yes
3947,5.98,125,9,82,6,Yes,5,4,69,No
2292,6.5,113,3,72,5,Yes,5,4,65,No
2553,5.72,96,10,68,9,No,1,0,86,Yes
1418,5.77,111,9,90,4,No,3,4,72,No
3992,7.71,119,6,73,8,No,5,5,82,Yes
3809,7.85,90,6,60,5,Yes,3,5,63,No
283,7.07,83,6,68,8,Yes,5,1,73,Yes
944,9.45,111,6,70,2,No,2,5,61,No
4418,8.66,117,5,56,6,No,6,4,100,Yes
265,7.66,132,4,41,3,Yes,0,4,98,No
909,6.49,140,5,78,6,No,4,5,89,No
2998,7.12,91,4,97,2,No,5,3,83,No
2263,7.18,142,4,69,6,No,0,5,87,No
3393,5.17,99,3,55,3,No,6,5,70,No
4434,6.56,101,7,97,4,No,5,3,60,Yes
4902,6.17,111,10,87,7,Yes,0,4,77,No
2508,5.77,85,6,72,7,No,4,4,85,No
3840,7.73,121,6,82,8,No,0,2,77,Yes
2312,5.92,119,5,100,5,Yes,3,0,60,Yes
4957,9.8,127,8,58,8,No,1,5,63,No
3069,6.31,86,10,98,6,Yes,5,2,99,Yes
790,6.0,129,9,58,4,Yes,3,3,79,Yes
496,5.96,110,7,53,5,Yes,1,4,82,No
4327,6.57,97,4,47,10,Yes,3,1,74,Yes
3645,5.57,100,5,55,8,No,6,1,96,No
2630,7.7,142,10,58,2,No,1,4,68,No
4819,6.51,91,4,74,7,No,1,0,86,No
936,6.18,102,6,59,6,No,5,1,77,Yes
4720,6.68,94,5,89,5,Yes,2,2,63,No
305,8.0,109,9,81,3,No,0,1,90,No
1473,5.8,112,9,58,10,Yes,6,4,76,No
3283,6.59,106,4,67,4,No,4,0,98,No
858,8.78,89,3,97,9,No,2,3,98,Yes
344,8.89,115,3,91,9,No,6,4,74,Yes
2515,5.46,115,8,75,2,Yes,6,3,75,No
4050,7.72,141,7,50,3,No,4,5,79,No
4515,5.97,142,6,84,9,No,1,0,79,Yes
2856,7.23,113,6,92,5,No,4,2,72,No
1751,8.28,117,6,95,2,No,3,3,79,No
3206,9.58,84,8,64,9,No,6,0,71,Yes
4625,7.46,133,5,66,10,Yes,4,3,62,Yes
3490,8.23,114,8,65,7,Yes,3,3,85,Yes
3428,6.39,96,4,89,3,Yes,6,1,99,No
2026,6.88,138,9,88,4,Yes,0,1,70,Yes
1031,8.34,145,10,72,10,Yes,6,1,78,Yes
3760,6.54,130,5,72,9,Yes,1,2,81,No
4044,7.18,101,5,70,5,Yes,6,1,75,Yes
3900,7.23,124,4,69,7,Yes,4,0,72,Yes
4309,8.05,140,3,50,4,No,0,0,89,Yes
643,6.88,110,6,73,7,No,1,2,95,No
4723,7.97,140,6,84,3,Yes,1,0,100,Yes
2813,6.88,86,4,59,8,No,2,0,97,No
1851,5.12,101,10,65,10,No,5,3,71,Yes
1139,5.82,106,8,80,6,No,2,5,60,No
4352,8.56,126,6,95,9,No,5,5,75,Yes
3546,8.9,89,6,57,7,Yes,1,0,96,Yes
4930,6.51,137,4,91,4,Yes,4,2,81,No
4989,5.18,128,3,91,6,Yes,6,5,75,No
4436,5.6,125,6,58,4,Yes,2,3,65,No
2694,6.49,82,5,59,9,No,0,1,93,No
807,9.34,142,6,85,2,No,3,4,80,Yes
4799,8.38,108,9,91,7,No,5,2,72,Yes
1339,8.28,127,3,87,8,No,6,1,70,Yes
1518,7.31,143,7,88,9,Yes,5,1,74,Yes
1905,6.19,102,8,67,4,Yes,5,4,97,No
3862,5.98,84,8,95,4,Yes,5,2,76,No
1187,8.92,122,3,55,9,Yes,4,4,62,Yes
4450,5.57,108,8,52,3,Yes,2,5,75,No
1526,6.49,134,4,78,4,No,2,5,83,No
3420,8.19,140,9,88,6,No,0,4,95,No
1910,7.58,117,3,92,3,No,3,2,79,No
346,9.03,102,5,55,7,No,5,2,97,Yes
259,8.42,130,4,59,4,No,4,3,94,No
114,8.6,113,9,92,7,Yes,1,3,61,Yes
1841,6.75,120,7,51,10,Yes,4,0,65,Yes
4016,5.42,94,4,67,9,No,5,2,70,No
219,8.08,143,5,94,10,No,1,0,81,Yes
1926,6.02,132,3,61,4,No,0,2,80,No
3389,7.0,120,7,62,10,Yes,3,3,74,Yes
3936,5.67,135,7,61,7,No,0,3,83,No
4572,7.15,143,3,73,7,Yes,6,3,80,Yes
1651,9.7,122,8,47,6,Yes,3,3,97,Yes
1,8.07,83,7,55,5,Yes,0,5,94,No
4372,5.36,80,5,53,9,Yes,4,5,91,No
1634,7.23,106,10,48,8,No,1,1,100,Yes
1538,6.51,128,3,80,8,No,3,1,80,Yes
3962,6.65,136,9,44,9,Yes,2,3,74,Yes
1935,5.21,94,4,70,3,Yes,5,0,74,Yes
2348,6.41,97,6,96,8,No,1,0,85,Yes
2647,8.35,127,3,43,3,No,4,3,75,No
2935,8.29,87,5,64,3,No,6,0,61,Yes
866,6.08,115,9,74,9,Yes,3,1,81,Yes
1568,9.75,85,4,76,2,Yes,4,5,70,Yes
994,5.43,122,7,49,5,Yes,0,3,74,No
4127,7.98,117,5,89,10,Yes,0,0,79,Yes
2413,8.44,117,9,57,2,No,2,5,92,Yes
1014,8.43,121,9,72,8,Yes,0,0,68,Yes
4995,6.75,82,6,91,5,Yes,3,5,80,No
1188,5.34,133,4,96,10,No,1,2,62,No
517,9.21,135,7,98,7,No,1,0,88,Yes
683,6.46,138,3,69,9,No,6,5,85,No
1051,5.61,129,8,60,9,Yes,5,3,98,No
3379,6.13,80,4,98,4,No,4,5,73,No
1250,7.49,126,6,50,10,Yes,5,1,78,Yes
2395,5.74,127,8,62,2,Yes,5,1,81,No
3165,6.75,114,6,79,5,Yes,1,5,96,No
911,9.22,138,10,76,2,No,2,5,89,No
2281,5.45,106,9,76,2,No,3,0,84,No
4514,8.31,94,7,45,5,Yes,1,3,91,No
571,9.36,98,5,60,3,No,5,0,71,Yes
4835,8.99,82,6,76,6,No,2,2,92,Yes
3063,7.21,83,3,88,3,Yes,0,3,89,No
2102,7.05,114,4,44,7,Yes,2,0,96,Yes
3475,5.6,106,3,98,4,Yes,2,3,77,No
3740,6.02,128,7,81,9,Yes,4,5,76,Yes
727,7.04,145,6,66,3,No,2,0,89,No
222,7.29,111,3,56,8,Yes,6,2,81,Yes
237,6.39,120,8,55,6,No,5,4,74,No
93,6.31,141,10,55,9,No,3,1,98,Yes
2787,6.6,106,8,52,6,Yes,4,0,97,Yes
2380,5.86,132,3,46,6,Yes,3,2,91,Yes
2789,7.44,116,5,64,8,No,0,3,90,No
575,7.9,127,5,94,8,No,1,1,72,Yes
3626,7.38,101,9,52,4,No,6,3,87,Yes
729,7.88,119,10,54,10,Yes,6,3,72,Yes
4908,5.78,117,3,54,10,No,5,0,79,No
4391,9.16,129,9,41,9,No,3,4,80,Yes
3726,6.84,105,5,55,7,No,1,4,74,No
4217,8.89,101,5,58,4,Yes,6,1,92,Yes
2426,8.42,125,3,40,7,Yes,1,1,77,Yes
4243,6.61,141,10,54,8,Yes,0,5,72,Yes
3933,7.0,109,4,97,3,Yes,6,5,79,No
201,9.75,95,5,46,8,Yes,2,4,83,Yes
4091,8.91,117,7,45,10,No,1,3,87,No
3849,9.73,134,9,70,3,No,2,2,69,Yes
1278,9.54,115,5,93,8,No,3,5,76,Yes
2605,9.61,141,9,45,4,Yes,3,5,66,No
1694,6.6,86,5,44,3,No,4,0,66,Yes
430,8.06,94,8,75,9,No,5,5,86,Yes
252,5.08,132,3,41,10,No,4,2,61,No
3264,7.49,121,10,70,3,No,2,5,82,No
2065,7.4,138,9,77,6,No,5,2,72,Yes
2438,8.75,82,3,77,5,No,0,2,87,No
2308,6.2,114,9,67,9,Yes,0,0,63,Yes
3276,8.66,117,8,49,4,Yes,1,0,64,Yes
3898,7.29,100,4,73,6,Yes,1,4,80,No
3038,9.23,124,6,77,4,No,0,4,87,No
3132,8.29,99,3,49,4,No,5,0,65,Yes
3364,7.38,91,10,59,2,No,4,2,99,No
901,7.16,83,8,48,4,Yes,5,0,91,Yes
2175,7.55,94,7,86,9,No,4,5,67,No
2722,9.6,143,8,77,6,No,0,4,77,No
4366,5.24,86,10,60,8,No,6,2,61,Yes
3443,5.88,118,6,94,2,No,3,2,94,Yes
734,8.69,93,4,56,9,No,5,1,61,Yes
4310,8.25,83,9,48,6,Yes,0,1,84,Yes
4822,9.03,121,4,54,8,No,1,1,72,Yes
3593,7.61,125,9,80,3,No,4,4,65,Yes
4671,6.71,142,6,73,2,No,6,4,69,No
3032,9.49,81,3,76,5,Yes,4,1,63,Yes
2612,5.49,101,6,46,7,Yes,5,0,80,Yes
3198,8.19,97,8,92,6,Yes,0,5,63,Yes
2531,6.67,124,6,58,6,No,3,3,70,Yes
617,8.12,118,10,65,8,Yes,1,4,70,Yes
318,9.44,94,10,79,2,Yes,5,5,71,No
2753,5.19,111,10,93,7,No,1,4,94,No
3056,8.19,99,6,95,4,No,2,2,95,No
4237,7.66,111,8,55,9,Yes,2,1,99,Yes
2994,5.83,100,4,84,7,No,5,1,63,Yes
4459,5.94,138,4,99,6,No,4,0,72,Yes
2743,7.16,98,6,40,6,No,2,5,73,No
2561,7.51,107,10,87,10,No,6,4,64,No
4955,8.44,102,8,43,8,Yes,0,1,64,Yes
129,5.46,134,8,82,6,Yes,1,5,90,No
3500,5.89,106,4,42,5,No,5,3,63,No
4261,7.32,88,3,93,7,Yes,4,5,69,No
1653,5.4,90,4,90,2,Yes,3,3,65,No
3257,5.75,132,7,88,3,No,3,4,75,No
4303,9.48,126,10,56,7,No,0,4,60,Yes
406,8.3,141,8,55,2,Yes,0,0,96,Yes
2495,5.03,111,7,71,6,Yes,1,2,74,Yes
969,7.89,108,4,65,2,No,3,2,69,Yes
3192,7.16,88,8,88,9,No,0,3,79,No
2936,6.53,120,7,51,4,Yes,1,1,90,No
4153,7.42,128,8,66,9,Yes,5,0,97,Yes
4089,9.78,104,6,84,10,Yes,0,5,99,Yes
2372,8.3,98,10,52,8,No,2,4,88,Yes
1673,9.57,137,6,65,2,Yes,0,2,94,Yes
2904,7.87,115,4,42,6,Yes,5,5,69,Yes
3042,9.08,107,6,95,2,No,3,2,80,Yes
1422,9.7,123,7,100,2,Yes,2,0,100,Yes
3480,7.35,123,5,55,9,No,5,3,78,No
3006,9.48,91,3,40,7,No,1,5,100,No
664,9.63,107,3,77,4,Yes,0,2,69,Yes
3311,8.07,123,7,81,5,Yes,3,2,96,Yes
1075,6.92,96,10,63,10,No,2,2,65,Yes
308,8.62,97,5,44,10,No,4,5,70,No
4276,5.33,84,8,68,5,Yes,1,3,88,No
572,9.22,83,8,96,8,No,2,3,100,Yes
2877,7.35,99,5,46,10,Yes,4,0,80,Yes
2494,5.48,135,8,70,4,No,5,5,78,No
3181,6.72,133,10,69,3,Yes,5,1,87,Yes
1195,9.5,106,10,85,7,No,6,1,88,Yes
3734,7.59,116,4,65,6,Yes,3,0,100,Yes
4839,9.65,95,5,64,9,No,2,0,77,Yes
718,6.06,104,4,66,9,No,0,1,61,No
388,9.77,104,8,86,5,No,5,3,82,Yes
2608,6.93,84,4,43,9,No,1,3,69,No
913,9.37,103,4,65,2,Yes,6,1,77,No
3077,8.02,114,9,98,7,No,1,2,80,Yes
432,5.27,114,5,58,6,Yes,0,5,78,No
1088,8.58,104,9,84,10,No,4,3,73,Yes
2454,9.02,90,5,71,3,No,3,5,80,Yes
447,5.26,112,4,76,5,No,3,3,88,No
1198,7.65,95,8,86,4,Yes,1,5,88,Yes
4456,9.16,143,3,65,4,No,4,0,62,Yes
3024,6.18,106,3,67,10,No,3,4,79,No
3239,9.59,141,10,55,3,No,1,4,79,Yes
263,5.39,99,9,85,4,No,2,2,66,No
1169,6.32,129,4,69,8,No,1,0,78,Yes
3628,6.24,113,10,87,3,Yes,6,5,75,No
26,7.31,131,3,50,8,Yes,3,2,89,Yes
153,5.45,129,7,56,4,Yes,4,5,69,No
4611,9.7,100,5,100,6,Yes,0,3,64,Yes
4934,9.38,118,4,74,5,Yes,0,5,99,No
1705,9.56,135,3,56,2,Yes,1,0,63,Yes
2036,9.04,108,3,51,5,Yes,1,0,98,Yes
508,7.76,102,7,62,7,No,3,5,88,Yes
161,8.92,97,7,43,9,No,4,0,93,Yes
1746,7.39,111,6,64,5,No,0,3,77,No
4814,9.28,110,3,89,9,No,3,2,84,Yes
1415,9.47,99,9,94,5,Yes,3,2,84,Yes
713,9.68,95,8,72,2,No,1,4,63,No
3231,5.12,86,10,91,9,Yes,0,3,91,Yes
4542,6.17,126,8,43,8,No,6,1,96,Yes
4993,7.92,144,7,70,10,No,5,0,66,Yes
1904,5.49,128,4,49,5,No,0,3,90,No
3970,5.43,103,5,42,8,No,5,5,80,No
8,5.82,111,5,69,8,Yes,5,5,95,No
1107,9.34,84,4,61,7,No,4,4,94,No
383,8.86,119,7,67,8,No,3,2,73,Yes
4875,5.82,136,6,56,9,No,6,1,82,Yes
3317,7.44,107,9,77,4,Yes,1,5,92,No
31,9.46,89,3,69,3,Yes,1,4,76,No
3785,5.06,123,4,61,8,No,2,4,67,No
1047,7.96,95,8,99,3,No,4,1,71,Yes
2332,6.62,116,5,86,3,No,2,4,86,No
624,5.0,125,4,95,6,No,1,3,97,No
4311,7.74,114,10,54,7,No,2,0,78,Yes
3279,5.44,82,3,63,3,Yes,0,4,79,No
4576,9.62,112,7,42,10,Yes,6,2,68,No
209,6.51,102,10,98,10,Yes,2,5,76,Yes
4961,7.56,134,3,71,10,Yes,6,1,92,Yes
1724,5.15,106,8,80,6,No,3,1,64,Yes
2022,6.63,85,8,64,3,Yes,3,3,96,Yes
798,9.21,118,8,77,9,No,3,4,76,Yes
3969,6.16,126,8,69,3,No,6,1,65,Yes
2742,6.81,115,10,44,10,No,2,4,79,No
1353,9.15,142,5,95,10,No,3,3,60,Yes
2079,5.02,115,3,81,2,No,5,5,82,No
647,5.89,94,5,56,6,No,0,5,89,No
3709,7.19,92,8,48,2,Yes,0,5,96,No
4117,8.07,123,8,60,3,No,0,0,74,No
2037,5.82,125,4,73,9,No,5,2,96,No
837,8.55,80,4,75,7,Yes,0,3,90,Yes
2068,7.57,81,8,99,6,No,6,2,71,Yes
1140,7.42,141,7,94,5,Yes,5,0,70,Yes
2516,5.57,131,3,58,9,No,5,1,69,No
2443,7.28,101,4,40,10,Yes,0,5,89,No
1343,9.78,129,4,90,8,No,5,4,67,Yes
2987,9.44,143,10,59,3,Yes,1,2,64,Yes
1524,9.09,142,3,62,3,Yes,2,5,90,Yes
1384,8.11,123,10,73,8,No,3,4,78,No
374,7.28,114,8,41,7,No,2,2,77,Yes
2126,8.03,132,8,61,9,No,1,1,62,Yes
4353,6.75,100,10,99,4,No,4,2,97,Yes
2231,7.84,130,4,59,5,Yes,3,1,97,Yes
1766,8.34,117,5,73,10,Yes,5,0,83,Yes
4174,5.51,140,9,43,7,Yes,3,3,88,Yes
4512,7.8,97,5,89,4,Yes,0,1,81,Yes
1138,7.55,115,6,96,8,Yes,0,1,77,Yes
4144,9.59,119,7,77,6,Yes,6,5,76,Yes
3199,6.42,84,3,82,10,No,4,3,85,Yes
751,8.95,139,7,99,10,No,6,3,96,Yes
1435,8.4,124,8,91,9,No,6,1,70,Yes
2058,9.23,95,4,58,4,Yes,6,3,68,Yes
4633,5.85,109,7,77,3,Yes,0,5,97,No
838,7.72,123,9,70,4,No,4,5,89,Yes
2050,5.63,89,3,81,4,No,0,3,64,No
4816,7.27,139,5,78,3,No,5,1,66,No
1584,8.55,83,10,71,7,No,3,0,93,Yes
2447,5.88,103,9,66,9,No,5,2,65,Yes
677,5.61,87,7,48,3,No,3,3,70,No
1785,7.72,135,8,41,10,No,6,1,85,Yes
3454,5.15,105,9,44,3,No,1,3,61,No
3275,5.19,140,6,45,4,No,1,5,87,No
1149,6.33,104,3,77,10,No,6,4,67,No
723,8.76,106,6,51,7,Yes,1,5,77,Yes
3355,6.57,88,4,42,2,Yes,3,0,66,No
474,7.86,88,6,64,8,Yes,0,1,93,Yes
4534,9.68,101,8,72,9,No,1,3,64,Yes
4247,7.18,88,9,100,3,Yes,4,3,71,No
613,8.22,90,10,76,4,Yes,6,5,89,No
50,6.18,140,4,69,8,No,4,1,84,Yes
3880,7.75,99,6,67,3,No,3,4,76,No
3642,6.27,107,8,68,7,Yes,3,4,97,No
1317,7.47,138,9,43,9,Yes,0,3,89,Yes
742,6.76,83,8,64,3,Yes,2,3,82,No
4675,5.33,134,9,40,2,Yes,3,4,93,No
4982,8.74,81,10,55,3,No,0,4,99,Yes
3051,9.54,110,7,95,3,Yes,2,4,89,Yes
4116,7.02,118,3,76,5,Yes,5,1,84,Yes
4295,5.55,124,6,65,4,Yes,6,2,99,Yes
1502,9.35,86,6,84,6,Yes,3,2,62,Yes
3128,7.27,141,5,98,10,No,6,5,64,Yes
1236,7.37,91,5,57,3,No,6,0,74,Yes
4307,9.57,135,5,48,5,Yes,1,0,71,Yes
3014,6.7,97,6,72,10,No,4,4,88,Yes
1781,8.73,135,9,76,10,No,0,3,99,Yes
560,6.17,98,7,40,7,No,0,2,88,No
1176,7.29,109,6,46,4,No,3,3,64,No
1457,8.93,83,3,99,10,No,6,0,79,Yes
4432,8.17,94,6,99,9,No,2,4,92,No
2861,8.83,90,6,60,3,Yes,5,2,82,Yes
